SMILES	Hansch pi	Hammett sigma p
[R]NC(=O)CCN1CCCCC1	04867	-0.142	-0.288
[R]c1ccc(C(O)=O)c(F)c1	04868	1.815	0.201
[R]CCCC(N)=O	04869	-0.148	-0.117
[R]c1cc(C)ns1	04870	1.168	0.195
[R]Nc1ccc(C(O)=O)nc1	04871	0.277	-0.167
[R]CNS(=O)(=O)C(C)C	04872	0.243	0.078
[R]CCCCc1ccncc1	04873	2.251	-0.093
[R]Nc1cccc(C(C)(C)C)c1	04874	3.119	-0.406
[R]Cn1c(C)nc2cnccc12	04875	0.158	0.154
[R]c1ccc(S(N)(=O)=O)cc1F	04876	0.97	0.212
[R]C#CCCCC	04877	2.252	0.041
[R]c1ccnc2NC(=O)CCc12	04878	0.408	0.209
[R]C(C)C(=O)N1CCOCC1	04879	-0.228	-0.019
[R]SCCN1CCOCC1	04880	-0.033	-0.011
[R]c1cc(F)cc(OC)c1	04881	1.864	0.097
[R]Oc2ccnc1NC(=O)CCc12	04882	0.099	0.065
[R]c2c(O)oc1ccccc1c2=O	04883	1.132	-0.133
[R]NCC1CCC(C(O)=O)CC1	04884	0.899	-0.648
[R]C1NCCc2ccccc12	04885	1.647	-0.068
[R]c1ccc(C)cc1C(O)=O	04886	2.143	-0.087
[R]N1CC(O)C(O)C1	04887	-0.891	-0.629
[R]NC(=O)CC(O)=O	04888	-1.052	-0.253
[R]C(=O)N(C)C1CCCC1	04889	0.808	0.348
[R]CCC(C)=O	04890	0.867	-0.069
[R]c1ncc(C(O)=O)s1	04891	0.701	0.424
[R]NC(=O)N1CCCC1	04892	-0.364	-0.378
[R]NS(=O)(=O)c1ccc(Br)s1	04893	1.981	-0.112
[R]NC(=O)C1=COCCO1	04894	-1.628	-0.259
[R]c2ccc1nonc1c2	04895	1.603	0.17
[R]c1nc(C)nc2[nH]cnc12	04896	0.199	0.197
[R]C1=C(C(O)=O)CCCC1	04897	1.119	0.084
[R]c2ccc1N(C)C(=O)CCc1c2	04898	1.268	-0.016
[R]C(=O)c2cc1ccncc1o2	04899	-0.083	0.502
[R]C(=O)Nc1ccc(C(O)=O)nc1	04900	-0.16	0.56
[R]C1CCCN(CC)C1	04901	1.088	-0.093
[R]NC(=O)c1ccc(Br)s1	04902	1.662	-0.229
[R]C(=S)Nc1ccc(C)cc1	04903	2.256	0.682
[R]CN1CC(C)NC(C)C1	04904	0.446	-0.099
[R]Cc1cccc(C(C)(C)C)c1	04905	4.001	-0.12
[R]NCC1CCC(N)CC1	04906	0.164	-0.682
[R]OCCCCCCC(=O)NO	04907	0.772	-0.269
[R]C(C)(C)CC(O)=O	04908	1.084	-0.055
[R]OCc1cncs1	04909	0.342	-0.185
[R]NC(=O)c2cc1ccncc1o2	04910	-0.596	-0.171
[R]C(=O)NC1CCN(C(C)C)CC1	04911	0.105	0.36
[R]C(=O)OCc1cc(Cl)cc(Cl)c1	04912	2.836	0.549
[R]OC(=O)C1CCCC1	04913	1.218	-0.088
[R]N=C(N)c1cccs1	04914	0.644	-0.198
[R]N(C)CCCN(C)C	04915	0.063	-0.655
[R]C1NC(=O)NC1=O	04916	-1.132	0.209
[R]Cc1ccc(C(F)(F)F)c(F)c1	04917	3.396	0.029
[R]C(=O)OCc1ccccn1	04918	0.638	0.553
[R]NCc1cccc(OC)c1OC	04919	0.942	-0.636
[R]C(=O)N2CC1CCCN1CC2C	04920	0.23	0.355
[R]NC1=NS(=O)(=O)c2ccccc12	04921	1.266	-0.126
[R]CNC(=O)c1ccc(Cl)c(Cl)c1	04922	2.186	0.154
[R]Nc1ccc(OS(N)(=O)=O)cc1	04923	0.616	-0.226
[R]c1ccnc2ccc(OC)cc12	04924	1.814	0.108
[R]c1nc(C(C)(C)C)cs1	04925	2.629	0.152
[R]SCC(=O)Nc1cccc(C)c1	04926	1.403	0.019
[R]c2nc(c1cccc(Cl)c1)no2	04927	2.76	0.451
[R]C1CC1F	04928	0.601	-0.057
[R]C(=O)N(C)CCOC	04929	-0.545	0.331
[R]SCC(=O)Nc1ccccc1C	04930	1.403	0.021
[R]CNS(N)(=O)=O	04931	-0.805	0.109
[R]S(=O)(=O)Nc1ccc(C)cc1	04932	1.631	0.589
[R]N2CC1CCCN1CC2C	04933	0.642	-0.688
[R]NCc1cc(OC)ccc1OC	04934	0.942	-0.701
[R]NC(=O)CC(F)(F)F	04935	0.132	-0.177
[R]c1ccccc1OCC(O)=O	04936	1.266	-0.128
[R]c2cccc(c1nn[nH]n1)c2	04937	1.724	0.005
[R]CC(=O)c1c[nH]c2ccccc12	04938	0.755	-0.156
[R]CC(=O)NCCCOC	04939	-0.807	-0.118
[R]Nc1ncc(Cl)cc1Cl	04940	1.914	-0.31
[R]N2CCN(C1COC1)CC2	04941	-0.439	-0.631
[R]NC(=O)c1nsc2ccccc12	04942	1.422	-0.253
[R]c1cccc(COC)c1	04943	1.72	-0.035
[R]Nc1ccccc1C(C)C	04944	2.685	-0.41
[R]NC(C)c1ccc(OC)cc1	04945	1.607	-0.633
[R]c1ccc(C(O)=O)cc1F	04946	1.815	0.149
[R]c1cncc(C(O)=O)c1	04947	0.364	0.14
[R]Cc2ccc1[nH]ncc1c2	04948	1.467	-0.11
[R]c2ncc(c1ccccc1)o2	04949	1.821	0.309
[R]C=CC(O)CCCCC	04950	2.361	-0.016
[R]C(=O)C(=O)C(C)(C)CC	04951	3.265	0.633
[R]c1cc(C(F)(F)F)nn1C	04952	1.597	0.288
[R]C(C(=O)N(C)C)c1ccccc1	04953	1.332	-0.104
[R]C(O)CN	04954	-0.962	0.013
[R]NCC1CCC(CN)CC1	04955	0.477	-0.656
[R]SCc1ccco1	04956	0.342	0.008
[R]C(=O)c1ccc(N(=O)=O)s1	04957	1.638	0.625
[R]SC(C)(C)C(O)=O	04958	0.612	0.022
[R]CCC(=O)NC	04959	-0.298	-0.072
[R]c1cc[nH]c1	04960	0.054	-0.223
[R]c1c(N)n[nH]c1C	04961	-0.244	-0.186
[R]C(=O)Nc1c(C)cccc1CC	04962	2.386	0.418
[R]OCC1CC1c2ccc(C)cn2	04963	1.567	-0.278
[R]NC(=N)NCCCc1c[nH]cn1	04964	-1.164	-0.525
[R]Cn1cnc2cccnc12	04965	0.634	0.079
[R]Nc1ccc(Cl)c(F)c1	04966	2.149	-0.239
[R]Cc1ccc(C(O)=O)o1	04967	0.321	0.064
[R]NS(=O)(=O)CC1CC1	04968	0.049	-0.134
[R]c2cc(c1ccc(Cl)cc1)on2	04969	2.848	0.192
[R]Cc1ccc(Cl)c(C(F)(F)F)c1	04970	3.775	0.005
[R]C(=O)Nc1ccc(C)cc1Cl	04971	2.04	0.456
[R]S(=O)(=O)NCCc1ccccc1	04972	1.368	0.576
[R]CCOc1cccc(C)c1	04973	2.536	0.005
[R]Nc1ccc(CN(C)C)cc1	04974	1.378	-0.398
[R]Oc1ccc(C(N)=O)cn1	04975	-0.111	-0.091
[R]C(C)C(=O)NCC	04976	0.211	-0.131
[R]Cc1c(C)cccc1F	04977	2.98	-0.122
[R]CNC(=O)C(C)C	04978	0.427	0.092
[R]c1nnc(C)[nH]1	04979	0.037	0.303
[R]C#Cc1cccc(C)n1	04980	1.538	0.127
[R]COc1ccccc1N(=O)=O	04981	1.771	0.086
[R]CNc1ccc(C)cc1	04982	2.111	0.076
[R]C2CN(C)c1ccccc1O2	04983	1.974	0.102
[R]c1ccc(N(=O)=O)cc1OC	04984	1.678	0.154
[R]CC1CC1c2ccc(C)cn2	04985	2.25	-0.112
[R]C=Cc1ccc(OC)cc1OC	04986	2.004	-0.134
[R]CCC(=O)NCc1ccccc1	04987	1.478	-0.076
[R]CCCCCC(C)=O	04988	2.056	-0.122
[R]C(=O)N2CC1CNCC1C2	04989	-1.128	0.364
[R]c1ncnn1C(C)C	04990	1.185	0.331
[R]NCc1ccc(C(=O)NO)cc1	04991	0.767	-0.557
[R]Nc1ccc(S(N)(=O)=O)cc1Cl	04992	0.862	-0.137
[R]NC(=O)c1ccc(OC)cn1	04993	-0.164	-0.305
[R]C(=O)N1C2CCC1CC2	04994	0.412	0.329
[R]c1cnccc1OC	04995	0.413	-0.055
[R]C(=O)c1c(C)[nH]c2ccccc12	04996	0.823	0.331
[R]CC1CNCCO1	04997	-0.202	-0.117
[R]SCc1ccc(C(=O)OC)o1	04998	0.301	0.064
[R]CSCCC(N)C(O)=O	04999	-0.523	0.062
[R]C(=O)CCOc1ccccc1	05000	2.224	0.54
[R]C(=Cc1ccc(O)c(O)c1)C#N	05001	1.663	0.22
[R]c1ccc(OCC(F)(F)F)nc1	05002	2.086	0.076
[R]C(=O)Cc1ccccc1Cl	05003	2.902	0.475
[R]c1ccccc1COC	05004	1.72	-0.003
[R]NC(=O)NC1CC1	05005	-0.54	-0.342
[R]CN(C)CC#C	05006	0.454	-0.069
[R]c1ccc(C)c(OC)c1	05007	2.192	-0.011
[R]C(N)C1CCCCC1	05008	1.38	-0.09
[R]C(=O)COc1ccc(C)c(C)c1	05009	2.977	0.562
[R]c1cc(OC)ncn1	05010	0.866	0.28
[R]C1CCC(C(N)=O)CC1	05011	0.637	-0.164
[R]Cc1cc(C(C)C)no1	05012	1.54	0.043
[R]N2C(C#N)CC1CC12	05013	0.42	-0.452
[R]c1c(Br)cnn1C	05014	1.107	0.272
[R]c2nc(c1ccc(Br)cc1)cs2	05015	3.478	0.222
[R]c1c(F)ccc(F)c1Cl	05016	2.774	0.173
[R]c2nc1ccccc1nc2C	05017	1.724	0.238
[R]c1ccc(CCC(O)=O)c(F)c1	05018	2.144	0.087
[R]Cc1cccc(NC(=O)C=C)c1	05019	2.1	-0.112
[R]S(=O)(=O)NC1CC1	05020	-0.265	0.583
[R]OCc1cccc2ccccc12	05021	2.766	-0.223
[R]N(CCCl)CCCl	05022	1.439	-0.41
[R]NC(=O)C=Cc1ccccc1Cl	05023	2.052	-0.307
[R]C(=O)NC1CCCC(C)C1C	05024	1.692	0.353
[R]c1c[nH]nc1C	05025	0.011	-0.202
[R]C(C)c1cccc(Cl)c1	05026	3.222	-0.046
[R]Cc1ccc(CN(C)C)o1	05027	0.261	-0.049
[R]c2nc(c1ccc(F)cc1)no2	05028	2.382	0.447
[R]NS(=O)(=O)NC	05029	-0.706	-0.163
[R]C(=O)c1c(C)nc2ccccn12	05030	0.508	0.45
[R]OC(=O)C1CCCCC1	05031	1.614	-0.093
[R]NCCNC	05032	-0.712	-0.622
[R]c1ccc(C#N)cc1OC	05033	1.761	0.007
[R]C(O)C(=O)NO	05034	-0.884	0.234
[R]c2cn(C1(C#N)CC1)nn2	05035	0.294	0.136
[R]C(=O)c1ccc(OC)cn1	05036	0.349	0.36
[R]N=Nc1c(O)[nH]c2ccccc12	05037	1.973	0.068
[R]c2ccnc(n1ccnc1)n2	05038	0.07	0.429
[R]c1ccc(Cl)cc1C(F)(F)F	05039	3.378	0.174
[R]c2cccc(n1cnnn1)c2	05040	1.166	0.146
[R]NC(=O)c1c[nH]c2ccccc12	05041	0.31	-0.349
[R]CC2Cc1ccccc1CN2	05042	1.899	-0.198
[R]NC(=O)c1ccc(C)s1	05043	0.643	-0.288
[R]n2c(C)nc1ccccc1c2=O	05044	1.046	0.203
[R]C(=O)c2cc1CCCCc1s2	05045	2.144	0.401
[R]C(=O)N2C(C#N)CC1CC12	05046	0.007	0.481
[R]Oc1cccc(O)c1	05047	1.384	-0.065
[R]S(=O)(=O)Nc1ccccc1Cl	05048	1.682	0.636
[R]NN=C(C)c1ccccn1	05049	0.69	-0.465
[R]NC1CC2CCC1(C)C2(C)C	05050	2.358	-0.656
[R]c1cc(C)n(C)c1C	05051	0.302	-0.27
[R]c2sc1nnc(C)c(C)c1c2N	05052	1.407	0.01
[R]CCNCC(O)c1ccccc1	05053	1.474	-0.071
[R]c2csc(N1CCOCC1)n2	05054	1.229	0.087
[R]Cc1ccc(NS(C)(=O)=O)cc1	05055	1.617	-0.066
[R]CCCCC(F)(F)F	05056	2.607	-0.058
[R]Cc2cn1ccccc1n2	05057	0.903	-0.158
[R]C(C)(C)S(C)(=O)=O	05058	0.024	0.244
[R]Sc1nnc2ccccn12	05059	1.54	0.013
[R]c1cnn2ccc(C#N)cc12	05060	0.947	-0.079
[R]CC2CN(C)c1ccccc1O2	05061	2.226	-0.08
[R]N1CC(C)(O)C1	05062	-0.44	-0.66
[R]OCc1ccc(C(=O)OC)cc1	05063	1.494	-0.199
[R]Nc1ccc(N)cc1	05064	0.708	-0.485
[R]CCC(=O)Nc1nccs1	05065	0.315	-0.03
[R]C(O)CC(=O)OC	05066	-0.417	0.083
[R]NC(=O)CN1CCCC1	05067	-0.719	-0.283
[R]CC(=O)Nc1cccc(Cl)c1C	05068	1.973	-0.044
[R]N1CCN(C)C(=O)C1	05069	-0.976	-0.481
[R]C=Cc1cc(F)c(F)c(F)c1	05070	2.928	0.16
[R]SC(C)CC	05071	1.555	-0.061
[R]C(=O)C(CC)NC	05072	1.05	0.437
[R]c2ccc1cccnc1n2	05073	1.62	0.279
[R]C(=O)NC(CC(O)=O)C(=O)CF	05074	-0.572	0.386
[R]C(C#N)c1cccnc1C	05075	0.9	0.154
[R]c1ccc(Cl)c(N)c1	05076	1.712	0.035
[R]SCc1c(C)noc1C	05077	0.318	0.015
[R]CC(O)C(C)(C)C	05078	1.799	-0.148
[R]C(=O)Nc2nnc(C1CC1)s2	05079	0.918	0.537
[R]C(=O)c1cc(F)cc(F)c1	05080	1.793	0.57
[R]c1cc(=O)n(C)c2ccccc12	05081	1.485	0.255
[R]NCCc1cccnc1	05082	0.387	-0.596
[R]C(=O)Nc1ccc(C(O)=O)cn1	05083	0.14	0.497
[R]c1c(C)[nH]c(C(=O)OCC)c1C	05084	0.824	-0.156
[R]c2nc1cc(N(=O)=O)ccc1[nH]2	05085	1.314	0.499
[R]c1nc(C)oc1C	05086	0.078	0.051
[R]c2n[nH]c(c1ccccn1)n2	05087	1.152	0.133
[R]CCNC(=O)c1ccc(F)cc1	05088	1.541	0.003
[R]Nc1ccncc1F	05089	0.319	-0.204
[R]NNC(=O)c1ccncc1	05090	-0.217	-0.392
[R]C(=O)NCC1CCNCC1	05091	-0.588	0.363
[R]NN=Cc1ccc(F)cc1	05092	2.109	-0.441
[R]Nc2ccc(c1cn[nH]c1)cc2	05093	1.038	-0.392
[R]C(=O)c1cccc(N(=O)=O)c1C	05094	1.935	0.619
[R]Oc1ccc(OC)c(OC)c1	05095	1.163	-0.084
[R]c1ccc(OCCO)cc1	05096	1.282	-0.087
[R]CC1CCN(C(N)=N)CC1	05097	0.273	-0.104
[R]COc2ccc1OCOc1c2	05098	1.501	0.062
[R]C(=O)NCCN1CCN(C)CC1	05099	-0.846	0.372
[R]CCCCCC(=O)CC	05100	2.685	-0.123
[R]C1CCOC(C)(C)C1	05101	1.02	-0.099
[R]c1c(F)ccc(F)c1F	05102	2.396	0.176
[R]CC1(F)CCOCC1	05103	0.181	-0.035
[R]Sc1nc(C)cc(O)n1	05104	1.144	-0.028
[R]CC(=O)Nc1cccnc1	05105	-0.325	-0.036
[R]NC(CC(O)=O)C(=O)CF	05106	-0.275	-0.539
[R]NC(=O)CS	05107	-0.88	-0.242
[R]C(=O)Nc1ccc(Br)cn1	05108	1.233	0.477
[R]c1nc(CC(O)=O)cs1	05109	0.633	0.159
[R]c1cccc(OCCCC)c1	05110	2.932	-0.014
[R]CNCCc1cccs1	05111	0.999	-0.076
[R]C(=O)c1cccc(C(F)(F)F)n1	05112	1.884	0.461
[R]C(CC(O)=O)C(=O)CF	05113	0.245	0.064
[R]c1cnc(N(C)C)nc1OC	05114	1.235	-0.191
[R]CCC(=O)Nc1ccccn1	05115	0.77	-0.054
[R]C1(C#N)CCCCC1	05116	2.174	0.06
[R]NNC(=O)c1ccco1	05117	-0.421	-0.427
[R]NC(=S)NC(=O)c1ccco1	05118	-0.054	-0.134
[R]COc1ccc(Cl)c(C)c1	05119	2.802	0.065
[R]Nc2nnc(C1CC1)s2	05120	1.354	-0.273
[R]C(CC)C1CC1	05121	2.106	-0.136
[R]C(=O)NCCC(C)(C)C	05122	1.344	0.355
[R]N1CCCCC1CO	05123	0.381	-0.794
[R]CC(CCCC)C(O)=O	05124	2.072	-0.069
[R]C(C)c2ccc1OCCc1c2	05125	2.433	-0.107
[R]C(O)CC(=O)NCCCC	05126	0.141	0.032
[R]N2CCN(C(=O)C1CC1)CC2	05127	-0.177	-0.601
[R]c1nnc(S)o1	05128	0.797	0.513
[R]c2cc1cc[nH]c1cc2F	05129	1.425	-0.095
[R]NC(C1CC1)C2CC2	05130	1.161	-0.639
[R]c2nnc(c1ccccc1)s2	05131	2.701	0.369
[R]C(=O)CSc1ccccn1	05132	1.772	0.532
[R]C1(C)CCCC1	05133	2.209	-0.153
[R]Nc1cccc(C(C)C)c1	05134	2.685	-0.402
[R]C(=O)NC(CC(N)=O)C(O)=O	05135	-2.032	0.337
[R]OCC(C)CCC	05136	1.994	-0.277
[R]Cc2cccc(n1nccn1)c2	05137	1.775	-0.065
[R]NC(C)c1ccccn1	05138	0.823	-0.658
[R]C(NC(=O)C(C)N)C(C)C	05139	0.156	0.078
[R]C(=O)c1ccccc1SC	05140	1.605	0.399
[R]c1cc(F)cc(F)c1F	05141	2.396	0.195
[R]Sc2nc(O)c1ccccc1n2	05142	2.375	-0.035
[R]N1CC2CC1CN2	05143	-0.513	-0.653
[R]C(C)C(O)c1ccccc1	05144	2.259	-0.125
[R]C1OCCO1	05145	0.031	0.048
[R]C(=O)NN1CCOCC1	05146	-0.654	0.409
[R]COc1ccc(C#N)cc1	05147	1.853	0.108
[R]c2nnc(c1ccncc1)s2	05148	1.389	0.435
[R]c1c(C)n(C)nc1CC(C)C	05149	1.613	-0.198
[R]C1(OC)CCOCC1	05150	-0.396	-0.014
[R]C(F)c1ccc(C(F)(F)F)cc1	05151	3.091	0.162
[R]OCc2nc1ccccc1s2	05152	2.19	-0.177
[R]Oc1cccn2c(Br)c(C)nc12	05153	1.332	0.041
[R]CCCC(N)C(O)=O	05154	0.191	-0.038
[R]S(=O)(=O)NC(=O)OCCC(C)C	05155	0.921	0.597
[R]Nc2ccc1oc(C)cc1c2	05156	0.978	-0.394
[R]Oc1cccc(F)c1F	05157	1.948	0.045
[R]OC(C)C1=NCCN1	05158	-0.312	-0.196
[R]NC(C)C(=O)OC	05159	-0.219	-0.52
[R]c1csc2CCCCc12	05160	2.208	-0.06
[R]N(C)C1CC1	05161	0.428	-0.633
[R]NC(=O)CCC1CCCCC1	05162	1.525	-0.302
[R]C1=NCCO1	05163	0.263	0.312
[R]NC(CC(N)=O)C(O)=O	05164	-1.735	-0.614
[R]C(C)c1ccccc1C(F)(F)F	05165	3.587	-0.009
[R]NC1CC2CCCC(C1)N2C	05166	0.51	-0.629
[R]c2ccc1cccc(O)c1n2	05167	2.182	0.193
[R]C=Cc1cccc(C(O)=O)c1	05168	2.208	0.034
[R]N1CCC(C(O)=O)C1	05169	-0.168	-0.579
[R]NN=Cc1ccc(N(=O)=O)o1	05170	0.814	-0.128
[R]CC1(C(O)=O)CCCC1	05171	1.836	-0.158
[R]N(CCO)Cc1ccccc1	05172	1.365	-0.694
[R]c2ccc(c1ccoc1)cc2	05173	1.916	-0.028
[R]c1ccc(C)nc1C	05174	1.007	0
[R]NCc1cccc(C(C)(C)C)c1	05175	3.074	-0.636
[R]CCCc1ccc(OC)cc1	05176	2.914	-0.118
[R]NN=Cc1ccc(Cl)cc1	05177	2.487	-0.433
[R]c1cc(OC)cc2cccnc12	05178	1.814	-0.014
[R]c1ccc(C#C)cc1	05179	2.159	0.016
[R]C1CCOc2ccccc12	05180	1.966	-0.063
[R]c1cccn2c(Br)c(C)nc12	05181	1.641	0.027
[R]SCc1ccc(C#N)cc1	05182	2.143	0.038
[R]C1CC(O)C(COP(O)(O)=O)O1	05183	-0.008	0.038
[R]NC(=O)C(CC)NC	05184	-0.4	-0.324
[R]NCCCCc1cccnc1	05185	1.179	-0.617
[R]c1ccccc1N(C)C	05186	2.242	-0.148
[R]C(=O)Cc1cccc(Cl)c1	05187	2.902	0.513
[R]C1NC(CO)C(O)C1O	05188	-1.406	-0.158
[R]Nc1ccc(Cl)nc1	05189	1.068	-0.235
[R]Cc1cccc(CN)c1	05190	1.491	-0.107
[R]C(=O)CC(C)c1ccccc1	05191	3.111	0.473
[R]C1CCN(C(=O)CC)C1	05192	0.281	-0.003
[R]OCc1ccsc1	05193	0.836	-0.25
[R]NC(=O)c1ccc(Cl)nc1	05194	0.578	-0.199
[R]NCc1cc(C(C)C)no1	05195	0.828	-0.517
[R]c1cc(O)ccc1C	05196	2.16	0.011
[R]C(=O)C1CC1C(O)=O	05197	0.555	0.374
[R]c1cc(Br)c(O)c(OC)c1	05198	2.232	0.116
[R]c2c(O)c1ccccc1oc2=O	05199	1.132	0.143
[R]C=NNC(=O)c1cccnc1	05200	-0.029	0.144
[R]NC(=O)C1CC=CCC1C(O)=O	05201	0.034	-0.351
[R]C(C)CCCC(C)(C)O	05202	2.02	-0.128
[R]c1cccc2ccc(OC)cc12	05203	2.727	-0.038
[R]NCc1cc(OC)cc(OC)c1	05204	0.942	-0.628
[R]S(=O)(=O)c2ccc1OCOc1c2	05205	0.751	0.614
[R]OC1CC(C)CCC1C(C)C	05206	3.032	-0.302
[R]NS(=O)(=O)c1cc(Cl)ccc1Cl	05207	2.057	-0.123
[R]C(=O)Nc1ccc(I)cc1	05208	2.312	0.499
[R]c2cccc(n1ccnc1)c2	05209	0.972	0.113
[R]C(C)OC(C)=O	05210	0.3	0.056
[R]C(=O)NC1CCCCNC1=O	05211	-0.786	0.342
[R]c2nn1c(=O)cc(C)nc1s2	05212	0.983	0.459
[R]NC1CCCC1O	05213	0.09	-0.677
[R]c1ccc(Cl)o1	05214	1.059	0.193
[R]NCCc1ccc(Cl)c(Cl)c1	05215	2.735	-0.577
[R]c2nc(c1cccs1)cs2	05216	2.158	0.197
[R]Nc2ccc1CCN(C)Cc1c2	05217	1.36	-0.408
[R]C1=C(C(O)=O)CCC1	05218	0.723	0.09
[R]C(=O)CCCCCCCC	05219	3.545	0.458
[R]Cc1cccc(C(F)(F)F)c1C	05220	3.724	-0.046
[R]c1ccc(C(=O)OC(C)C)cc1	05221	2.463	0.106
[R]C(=O)C(F)F	05222	0.825	0.644
[R]C1CCC(NS(C)(=O)=O)CC1	05223	0.844	-0.079
[R]Oc2cc1cc[nH]c1cc2F	05224	1.117	-0.099
[R]NCCc1cccc(F)c1	05225	1.838	-0.599
[R]CN1C(=O)NC(C)(C)C1=O	05226	-0.34	0.078
[R]CCS(=O)(=O)c1ccc(C)cc1	05227	1.933	0.021
[R]SCC1(CC(O)=O)CC1	05228	0.709	-0.054
[R]NC(CC(C)C)C(=O)NO	05229	0.566	-0.573
[R]NC(C)C(F)(F)F	05230	1.058	-0.429
[R]c1cc(OC)c(Br)cc1OC	05231	2.264	-0.049
[R]C(=O)CSc1nncn1C	05232	0.807	0.567
[R]c1ncc(N(=O)=O)s1	05233	1.255	0.589
[R]CCCOc1ccc(F)cc1	05234	2.604	-0.036
[R]C(=O)Cc1ccccc1F	05235	2.523	0.481
[R]Sc1nc(C)cc(C)c1C#N	05236	2.072	0.002
[R]C(C)c1ccc(C)cc1	05237	3.171	-0.112
[R]CN1CCCCC1=O	05238	0.022	-0.104
[R]SCc1ccc(CN(C)C)o1	05239	0.209	-0.008
[R]c2nc1scc(C)c1c(=O)o2	05240	1.267	0.595
[R]C(=O)N(C)C(C)C	05241	0.375	0.352
[R]CNS(=O)(=O)c1ccc(Cl)cc1	05242	1.687	0.113
[R]Sc1ccc(Cl)c(Cl)c1	05243	3.048	0.03
[R]CC(N)C(C)CC	05244	1.343	-0.234
[R]C(=O)OCC(=O)c1ccccc1	05245	1.088	0.515
[R]CCCN(C)Cc1ccccc1	05246	2.605	-0.11
[R]Oc1cccc(N(C)C)c1	05247	1.933	-0.15
[R]SCC1CCCCC1	05248	2.229	-0.054
[R]C(=O)c1ccnn1C	05249	-0.147	0.461
[R]OCC(=O)NC1CCCCC1	05250	0.496	-0.179
[R]c2cc(c1ccc(Cl)cc1)n[nH]2	05251	2.671	0.155
[R]Nc1cccc(CS(C)(=O)=O)c1	05252	0.731	-0.349
[R]c2nc(c1cccnc1)cs2	05253	1.375	0.222
[R]NCc1cc(O)ccc1O	05254	0.878	-0.604
[R]c1ccccc1c2cccs2	05255	3.133	-0.033
[R]Cc1ccc(F)cc1C(F)(F)F	05256	3.396	-0.057
[R]N2CC1CN(C)CC1C2	05257	-0.354	-0.625
[R]C(=O)C=Cc1cccc(OC)c1	05258	1.794	0.374
[R]Cn1nc(C)c(N(=O)=O)c1C	05259	0.303	0.252
[R]OCc1cccc(Br)c1	05260	2.555	-0.21
[R]C(N)C(=O)N2C(C#N)CC1CC12	05261	-0.837	0.171
[R]CCc1cc(C)cc(N)n1	05262	1.776	-0.145
[R]COc1ccc(Cl)cn1	05263	1.722	0.046
[R]Nc1cccc(S(=O)(=O)NC)c1	05264	0.591	-0.283
[R]N1CCc2ccc(F)cc12	05265	1.859	-0.349
[R]C(S)=Nc1ccccc1C	05266	2.799	0.29
[R]c1ccc(C)c(O)c1	05267	2.16	-0.011
[R]c1ncc(C)cn1	05268	0.686	0.185
[R]C(=O)C=CC	05269	1.767	0.358
[R]c2cccc(CN1CCCC1)c2	05270	2.19	-0.046
[R]C1CN(C)CCO1	05271	-0.092	-0.006
[R]C(=O)CCC(C)C	05272	2.29	0.454
[R]Cc1csc(N)n1	05273	0.457	-0.164
[R]Nc1ncc(C(F)(F)F)cc1Cl	05274	2.279	-0.234
[R]c1cc(C)ncn1	05275	0.591	0.272
[R]C1CCC2(CC1)OCCO2	05276	1.496	-0.133
[R]Cc1ccc(Cl)s1	05277	2.27	-0.022
[R]c1c(C)nc(O)nc1O	05278	0.825	0.197
[R]OCc1cc(C)cc(C)c1	05279	2.698	-0.264
[R]C1=CC=CC1	05280	1.078	-0.058
[R]S(=O)(=O)NC(=O)c1ccccc1	05281	0.67	0.568
[R]C(=O)NCCC(N)=O	05282	-1.769	0.385
[R]c1ccc(C(=O)NO)s1	05283	1.167	0.165
[R]CC(=O)NCCC(C)C	05284	0.844	-0.133
[R]CCSc1ccc(Cl)cc1	05285	2.93	0.021
[R]CCOCCF	05286	0.448	-0.03
[R]NS(=O)(=O)c1cccc(OC)c1	05287	0.768	-0.163
[R]C1CCCN(C(C)=O)C1	05288	0.049	-0.023
[R]C(=O)c1ccc(SC)cc1	05289	1.605	0.41
[R]N2C(=O)NC1(CCCC1)C2=O	05290	-0.055	0.029
[R]Cc1ccc(OCCC)cc1	05291	2.932	-0.125
[R]Nc2cc(O)c1ccccc1n2	05292	1.995	-0.247
[R]c1ccc(CC(=O)OC)cc1	05293	1.64	-0.017
[R]CCc1ccccc1C	05294	3.237	-0.106
[R]C1CCNCC1F	05295	0.218	-0.095
[R]C(O)CC(N)=O	05296	-1.313	0.045
[R]ONC(N)=N	05297	-0.74	-0.085
[R]NS(=O)(=O)CCCC	05298	0.547	-0.137
[R]C(S)C(C)C	05299	1.629	0.021
[R]Oc1ccc(N)cc1	05300	0.886	-0.171
[R]CC1CCC(=O)N1	05301	-0.298	0.049
[R]C(CCCCCC)C(O)=O	05302	2.468	-0.022
[R]Cc1c[nH]c2c(=O)[nH]cnc12	05303	-0.725	-0.191
[R]CCCN1CCCCC1C	05304	1.963	-0.118
[R]Sc1ccccc1C(C)C	05305	3.206	0.016
[R]Nn1c(=O)cc(C)c1=O	05306	0.03	-0.383
[R]NC(=O)C(S)C(C)C	05307	0.529	-0.232
[R]c1nnn(CC(O)=O)n1	05308	-0.173	0.25
[R]C(=O)C(S)C(C)C	05309	1.979	0.548
